ine_label	utterance	num_tokens
UNK:UNK	Steve,  Try bmckay@enron.com or Brad.McKay@enron.com	10
UNK:UNK	Larry,  Jacques has been working with Claudia.  I will check his progress this  morning and let you know.  Phillip	19
UNK:UNK	Greg,  just a note to let you know I will be out of the office Wed(3/21) until  Thurs(3/23).  The kids are on spring break.  I will be in San Marcos and you  can reach me on my cell phone 713-410-4679 or email pallen70@hotmail.com.  I was planning on stopping by to see Hugo Elizondo on Thursday to drop off a  check and give him the green light to file for replatting.  What will change  if we want to try and complete the project in phases.  Does he need to change  what he is going to submit to the city.  I spoke to Gordon Kohutek this morning.  He was contracted to complete the  soils study.  He says he will be done with his report by the end of the  week.  I don't know who needs this report.  I told Gordon you might call to  inquire about what work he performed. His number is 512-930-5832.  We spoke on the phone about most of these issues.  Talk to you later.  Phillip	178
UNK:UNK	"Jacques,  Here is Larry Lewter's response to my request for more documentation to  support the $15,000.  As you will read below, it is no longer an issue.  I  think that was the last issue to resolve.   Phillip   ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/19/2001  11:45 AM ---------------------------   ""Larry Lewter"" <llewter@austin.rr.com> on 03/19/2001 09:10:33 AM To: <Phillip.K.Allen@enron.com> cc:   Subject: RE: Buyout   Phillip, the title company held the $15,000 in escrow and it has been returned. It is no longer and issue. Larry  -----Original Message----- From: Phillip.K.Allen@enron.com [mailto:Phillip.K.Allen@enron.com] Sent: Monday, March 19, 2001 8:45 AM To: llewter@austin.rr.com Subject: Re: Buyout    Larrry,  I realize you are disappointed about the project.  It is not my desire for you to be left with out of pocket expenses.  The only item from your list that I need further clarification is the $15,000 worth of extensions.  You mentioned that this was applied to the cost of the land and it actually represents your cash investment in the land.  I agree that you should be refunded any cash investment.  My only request is that you help me locate this amount on the closing statement or on some other document.  Phillip"	224
UNK:UNK	Phillip,  Barry had said that you were asking about getting a pivot table for the WSCC  new generation data.  I have set one up in the attached file.    Please let me know if you want to go through it.  Also, please let me know if  there are any discrepencies with the information you have.  Phil	55
UNK:UNK	"Ina,  Can you help me approve this request?  Phillip  ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/19/2001  09:53 AM ---------------------------   ARSystem <ARSystem@mailman.enron.com> on 03/16/2001 05:15:12 PM To: ""phillip.k.allen@enron.com"" <phillip.k.allen@enron.com> cc:   Subject: Your Approval is Overdue: Access Request for mike.grigsby@enron.com   This request has been pending your approval for  9 days.  Please click  http://itcapps.corp.enron.com/srrs/auth/emailLink.asp?ID=000000000021442&Page= Approval to review and act upon this request.      Request ID          : 000000000021442 Request Create Date : 3/2/01 8:27:00 AM Requested For       : mike.grigsby@enron.com Resource Name       : Market Data Bloomberg Resource Type       : Applications"	119
UNK:UNK	Jacques,  Still trying to close the loop on the $15,000 of extensions.  Assuming that  it is worked out today or tomorrow, I would like to get whatever documents  need to be completed to convey the partnership done.  I need to work with the engineer  and architect to get things moving.  I am planning on  writing a personal  check to the engineer while I am setting up new accounts.  Let me know if  there is a reason I should not do this.  Thanks for all your help so far.  Between your connections and expertise in  structuring the loan, you saved us from getting into a bad deal.  Phillip	108
UNK:UNK	Larrry,  I realize you are disappointed about the project.  It is not my desire for  you to be left with out of pocket expenses.  The only item from your list  that I need further  clarification is the $15,000 worth of extensions.  You mentioned that this  was applied to the cost of the land and it actually represents your cash  investment in the land.  I agree that you should be refunded any cash  investment.  My only request is that you help me locate this amount on the  closing statement or on some other document.  Phillip	95
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 12/06/2000  04:04 PM ---------------------------   ""Lucy Gonzalez"" <stagecoachmama@hotmail.com> on 12/05/2000 08:34:54 AM To: pallen@enron.com cc:   Subject:     Phillip,        How are you and how is everyone? I sent you the rent roll #27 is moving out and I wknow that I will be able to rent it real fast.All I HAVE TO DO IN there is touch up the walls .Four adults will be moving in @130.00 a wk and 175.00 deposit they will be in by Thursday or Friday.                                        Thank You , Lucy    ______________________________________________________________________________ _______ Get more from the Web.  FREE MSN Explorer download : http://explorer.msn.com   - rentroll_1201.xls"	118
UNK:UNK	Jacques,  I think we reached an agreement with George and Larry to pick up the items of  value and not pay any fees for their time.  It looks as if we will be able to  use everything they have done (engineering, architecture, survey,  appraisal).  One point that is unclear is they claim that the $15,000 in  extensions that they paid was applied to the purchase price of the land like  earnest money would be applied.  I looked at the closing statements and I  didn't see $15,000 applied against the purchase price.  Can you help clear  this up.  Assuming we clear up the $15,000, we need to get the property released.   Keith and I are concerned about taking over the Bishop Corner partnership and  the risk that there could be undisclosed liabilities.  On the other hand,  conveyance of the partnership would be a time and money saver if it was  clean.  What is your inclination?  Call as soon as you have a chance to review.  Phillip	169
UNK:UNK	---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/15/2001  03:41 PM ---------------------------   Mike Grigsby 03/14/2001 07:32 PM To: Phillip K Allen/HOU/ECT@ECT cc:   Subject: Matt Smith  Let's talk to Matt about the forecast sheets for Socal and PG&E.  He needs to  work on the TW sheet as well.   Also, I would like him to create a sheet on  pipeline expansions and their rates and then tie in the daily curves for the  desk to use.  Mike	85
UNK:UNK	Lucy,  Here is the rentroll.  My only questions are about #18, #25, and #37 missed rent.  Any special  reasons?  It looks like there are five vacancies #2,12,20a,35,40.  If you want to run  an ad in the paper with a $50 discount that is fine. I will write you a letter of recommendation.  When do you need it?  You can  use me as a reference.  In the next two weeks we should really have a good  idea whether the sale is going through.  Phillip	87
UNK:UNK	I also need to know the base salaries of Jay Reitmeyer and Monique Sanchez.   They are doing the same job as Matt.	22
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/15/2001  02:22 PM ---------------------------   ""Arthur O'Donnell"" <aod@newsdata.com> on 03/15/2001 11:35:55 AM Please respond to aod@newsdata.com To: Western.Price.Survey.contacts@ren-10.cais.net cc: Fellow.power.reporters@ren-10.cais.net  Subject: Behind the Stage Two   FYI Western Price Survey Contacts  Cal-ISO's declaration of Stage Two alert this morning was triggered in part by decision of Bonneville Power Administration to cease hour-to-hour sales into California of between 600 MW and 1,000 MW that it had been making for the past week. According to BPA, it had excess energy to sell as a result of running water to meet biological opinion flow standards, but it has stopped doing so in order to allow reservoirs to fill from runoff. The agency said it had been telling California's Department of Water Resources that the sales could cease at any time, and this morning they ended.  Cal-ISO reported about 1,600 MW less imports today than yesterday, so it appears other sellers have also cut back. Yesterday, PowerEx said it was not selling into California because of concerns about its water reserves. BPA said it is still sending exchange energy into California, however.  More details, if available, will be included in the Friday edition of the Western Price Survey and in California Energy Markets newsletter."	238
UNK:UNK	Thanks for the information.  It would be helpful if you would send the  detailed worksheet that you mentioned.  I am surprised to hear that the only restricted shares left are the ones  granted this January.  I have always elected to defer any distributions of  restricted stock.  I believe I selected the minimum amount required to be  kept in enron stock (50%).   Are you saying that all the previous grants have  fully vested and been distributed to my deferral account?  Thank you for looking into this issue.  Phillip	87
UNK:UNK	---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/15/2001  12:38 PM ---------------------------   Andrew_M_Ozuna@bankone.com on 03/15/2001 10:06:15 AM To: Phillip.K.Allen@enron.com cc:   Subject: Sagewood M/F      (See attached file: outline.doc)   (See attached file: MAPTTRA.xls)   (Sample checklist of items needed for closing.  We have received some of the items to date)  (See attached file: Checklist.doc)    - outline.doc  - MAPTTRA.xls  - Checklist.doc	73
UNK:UNK	Lucy,  Somehow my email account lost the rentroll you sent me on Tuesday.  Please  resend it and I will roll it for this week this morning.  Phillip	27
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/14/2001  06:51 PM ---------------------------     	 	 	From:  Keith Holst                           03/14/2001 04:30 PM 	  To: Phillip K Allen/HOU/ECT@ECT cc:   Subject:"	32
UNK:UNK	I would support Matt Lenhart's promotion to the next level.  I would oppose Ken Shulklapper's promotion.	18
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/14/2001  04:01 PM ---------------------------     	 	 	From:  Phillip K Allen                           03/14/2001 09:49 AM 	  To: Jacquestc@aol.com cc:   Subject:   Here is the buyout spreadsheet again with a slight tweak in the format.  The  summary  presents the numbers as only $1400 in concessions."	53
UNK:UNK	Here is the buyout spreadsheet again with a slight tweak in the format.  The  summary  presents the numbers as only $1400 in concessions.	23
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/13/2001  04:00 PM ---------------------------   ""Benotti, Stephen"" <stephen.benotti@painewebber.com> on 03/13/2001 12:58:24 PM To: ""'pallen@enron.com'"" <pallen@enron.com> cc:   Subject: FW: ALL 1099 TAX QUESTIONS - ANSWERED     Notice Regarding Entry of Orders and Instructions: Please do not transmit orders and/or instructions regarding your PaineWebber account(s) by e-mail. Orders and/or instructions transmitted by e-mail will not be accepted by PaineWebber and PaineWebber will not be responsible for carrying out such orders and/or instructions.  Notice Regarding Privacy and Confidentiality: PaineWebber reserves the right to monitor and review the content of  all e-mail communications sent and/or received by its employees.  - 1494 How To File.pdf"	126
UNK:UNK	George,  I didn't receive the information on work completed or started.  Please send  it this morning.    We haven't discussed how to proceed with the land.  The easiest treatment  would be just to deed it to us.  However, it might be more advantageous to convey the partnership.  Also, I would like to speak to Hugo today.  I didn't find a Quattro  Engineering in Buda.  Can you put me in contact with him.  Talk to you later.  Phillip	79
UNK:UNK	---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/12/2001  11:47 AM ---------------------------   Mike Grigsby 03/07/2001 08:05 PM To: Phillip K Allen/HOU/ECT@ECT cc:   Subject: matt Smith  Let's have Matt start on the following:  Database for hourly storage activity on Socal.  Begin forecasting hourly and  daily activity by backing out receipts, using ISO load actuals and backing  out real time imports to get in state gen numbers for gas consumption, and  then using temps to estimate core gas load.  Back testing once he gets  database created should help him forecast core demand.  Update Socal and PG&E forecast sheets.  Also, break out new gen by EPNG and  TW pipelines.  Mike	117
UNK:UNK	Lucy,   Here is a rentroll for this week.    What is the outstanding balance on #1.  It looks like 190 + 110(this week)=  300.  I don't think we should make him pay late fees if can't communicate  clearly.  #2 still owe deposit?  #9  What day will she pay and is she going to pay monthly or biweekly.  Have a good weekend.  I will talk to you next week.  In about two weeks we should know for sure if these buyers are going to buy  the property.  I will keep you informed.  Phillip	93
UNK:UNK	Please approve Mike Grigsby for Bloomberg.    Thank You, Phillip Allen	10
UNK:UNK	please remove my name and information from the registered user list.  Do not  sell my information.  Phillip Allen	18
UNK:UNK	Darrell,  Today I let the builder/developer know that I would not proceed with his  excessively high cost estimates.  As he did not have the funds to take on the  land himself, he was agreeable to turning over the land to me.  I would like  to proceed and develop the property.    My thought is to compare the financing between Bank One and FHA.  I would  also like to compare construction and development services between what you  can do and a local builder in San Marcos that I have been speaking with.   Making a trip to meet you and take a look at some of your projects seems to  be in order.  I am trying to get the status of engineering and architectural  work to date.  Once again the architect is Kipp Florres and the engineer is  Quattro Consultants out of Buda.  Let me know if you have an opinion about  either.  I look forward to working with you.  Talk to you tomorrow.  Phillip	163
UNK:UNK	---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/07/2001  01:00 PM ---------------------------   TIM HEIZENRADER 03/05/2001 09:06 AM To: Phillip K Allen/HOU/ECT@ECT cc: Tim Belden/HOU/ECT@ECT, Chris Gaskill/Corp/Enron@Enron  Subject: Revised Long Range Hydro Forecast  Phillip:  Here's a summary of our current forecast(s) for PNW hydro. Please give me a  call when you have time, and I'll explain the old BiOp / new BiOp issue.  Tim	79
UNK:UNK	Reagan,  Here is the cost estimate and proforma prepared by George and Larry.  I am  faxing the site plan, elevation, and floor plans.      Phillip	24
UNK:UNK	I just refaxed. Please confirm receipt	6
UNK:UNK	I faxed you the signed amendment.	6
UNK:UNK	Daryl,  Here is the file that includes the proforma, unit costs, and comps.  This  file was prepared by the builder/developer.   The architect that has begun to work on the project is Kipp Flores.  They are  in Austin.  Thank you for your time this evening.  Your comments were very helpful.  I  appreciate you and Greg taking a look at this project.  Phillip Allen pallen@enron.com 713-853-7041	69
UNK:UNK	Al,  I was not going to do the MS this year.  Thanks for the offer though.  All is well here.  We went to Colorado last week and the kids learned to  ski.  Work is same as always. How are things going at New Power?  Is there any potential?  Phillip	49
UNK:UNK	John,  Did you put Frank Hayden up to this?  If this decision is up to me I would= =20 consider authorizing Mike G., Frank E., Keith H. and myself to trade west= =20 power.  What do you think?  Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/06/2001= =20 10:48 AM --------------------------- From: Frank Hayden/ENRON@enronXgate on 03/05/2001 09:27 AM CST To: Phillip K Allen/HOU/ECT@ECT cc: =20 Subject: FW: Cross Commodity     -----Original Message----- From:  Hayden, Frank =20 Sent: Friday, March 02, 2001 7:01 PM To: Presto, Kevin; Zufferli, John; McKay, Jonathan; Belden, Tim; Shively,= =20 Hunter; Neal, Scott; Martin, Thomas; Allen, Phillip; Arnold, John Subject: Cross Commodity Importance: High   I=01,ve been asked to provide an updated list on who is authorized to cross= =20 trade what commodities/products.  As soon as possible, please reply to this= =20 email with the names of only the authorized =01&cross commodity=018 traders=  and=20 their respective commodities. (natural gas, crude, heat, gasoline, weather,= =20 precip, coal, power, forex (list currency), etc..)  Thanks,  Frank   PS. Traders limited to one commodity do not need to be included on this lis= t.	199
UNK:UNK	Financial  (6)   West Desk  (14) Mid Market (16)	8
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/05/2001  01:59 PM ---------------------------     	 	 	From:  Phillip K Allen                           03/05/2001 10:37 AM 	  To: jim123@pdq.net cc:   Subject:"	30
UNK:UNK	I have not received the aircard 300 yet.  Phillip	9
UNK:UNK	Don,  I was out last week.  Regarding the Montana supply, you can refer them to  Mark Whitt in Denver.    Let me know when you want to have the other meeting.  Also, we frequently give out quotes to mid-marketers on Fred LaGrasta's desk  or Enron marketers in New York where the customer is EES.  I don't understand  why your people don't contact the desk directly.  Phillip	69
UNK:UNK	---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/05/2001  07:10 AM ---------------------------   liane_kucher@mcgraw-hill.com on 02/28/2001 02:14:43 PM To: Anne.Bike@enron.com cc: Phillip.K.Allen@enron.com  Subject: Re: Enron's March Basdeload Fixed price physical deals as of 2/27   /01 Attachment is free from viruses. Scan Mail     Sorry, the deadline will have passed. Only Enron's deals through yesterday  will be included in our survey.      Anne.Bike@enron.com on 02/28/2001 04:57:52 PM  To:   Liane Kucher/Wash/Magnews@Magnews cc: Subject:  Re: Enron's March Basdeload Fixed price physical deals as of 2/27  /01       Attachment is free from viruses. Scan Mail      We will send it out this evening after we Calc our books.  Probably around 7:00 pm  Anne     liane_kucher@mcgraw-hill.com on 02/28/2001 01:43:44 PM  To:   Anne.Bike@enron.com cc:  Subject:  Re: Enron's March Basdeload Fixed price physical deals as of 2/27       /01 Attachment is free from viruses. Scan Mail     Anne, Are you planning to send today's bidweek deals soon? I just need to know whether to transfer everything to the data base. Thanks, Liane Kucher 202-383-2147	206
UNK:UNK	Please find attached the pro formas for the project in San Marcos.  Thanks again.	14
UNK:UNK	Lucy,  Here are few questions regarding the 2/16 rentroll:  #2  Has she actually paid the $150 deposit.  Her move in date was 2/6.  It is  not on any rentroll that I can see.  #9  Explain again what deposit and rent is transferring from #41 and when she  will start paying on #9  #15  Since he has been such a good tenant for so long.  Stop trying to  collect the $95 in question.  #33  Missed rent.  Are they still there?  #26  I see that she paid a deposit.  But the file says she moved in on 1/30.   Has she ever paid rent?  I can't find any on the last three deposits.  #44  Have the paid for February?  There is no payment since the beginning of  the year.  #33  You email said they paid $140 on 1/30 plus $14 in late fees, but I don't  see that on the 1/26 or 2/2 deposit?  The last three questions add up to over $1200 in missing rent.  I need you to  figure these out immediately.  I emailed you a new file for 2/23 and have attached the last three rentroll  in case you need to research these questions.  I will not be in the office next week.  If I can get connected you might be  able to email me at pallen70@hotmail.com.  Otherwise try and work with Gary  on pressing issues.  If there is an emergency you can call me at 713-410-4679.  Phillip	251
UNK:UNK	George,  I can take a day off the week I get back from vacation.  Any day between  March 5th-9th would work but Friday or Thursday would be my preference.  Regarding the differences in the two estimates, I don't want to waste your  time explaining the differences if the 1st forecast was very rough.  The  items I listed moved dramatically.  Also, some of the questions were just  clarification of what was in a number.    Let's try and reach an agreement on the construction manager issue tomorrow  morning.    Phillip	90
UNK:UNK	George,   The numbers on your fax don't agree to the first estimate that I am using.   Here are the two files I used.       Phillip	25
UNK:UNK	---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/23/2001  02:27 PM ---------------------------   Andrew_M_Ozuna@bankone.com on 02/21/2001 07:28:47 AM To: Phillip.K.Allen@enron.com cc:   Subject: Sagewood II     Phillip -  George Richards asked that I drop you a line this morning to go over some details on the San Marcos project.  1.  First, do you know if I am to receive a personal financial statement from Keith?  I want to make sure my credit write-up includes all the principals in the transaction.  2.  Second, without the forward or take-out our typical Loan to Cost (LTC)  will be in the range of 75% - 80%.  The proposed Loan to Value of 75% is within the acceptable range for a typical Multi-Family deal.  Given the above pro-forma performance on the Sagewood Townhomes, I am structuring the deal to my credit officer as an 80% LTC.  This, of course, is subject to the credit officer signing off on the deal.  3.  The Bank can not give dollar for dollar equity credit on the Developers deferred profit.  Typically, on past deals a 10% of total project budget as deferred profit has been acceptable.  Thanks,  Andrew Ozuna Real Estate Loan Officer 210-271-8386 ##	208
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/23/2001  11:17 AM ---------------------------     	 	 	From:  Jeffrey Oh                           02/02/2001 08:51 AM 	  To: Phillip K Allen/HOU/ECT@ECT, Julie A Gomez/HOU/ECT@ECT, Tim  Belden/HOU/ECT@ECT, Robert Badeer/HOU/ECT@ECT, Matt Motley/PDX/ECT@ECT, Mike  Swerzbin/HOU/ECT@ECT, Jim Gilbert/PDX/ECT@ECT, David Parquet/SF/ECT@ECT,  ccalger@enron.com, Jim Buerkle/PDX/ECT@ECT, Elliot Mainzer/PDX/ECT@ECT,  Jeffrey Oh/PDX/ECT@ECT, Todd Perry/PDX/ECT@ECT, Laird Dyer/SF/ECT@ECT,  Michael McDonald/SF/ECT@ECT, Ed Clark/PDX/ECT@ECT, Dave Fuller/PDX/ECT@ECT,  Alan Comnes/PDX/ECT@ECT, Michael Etringer/HOU/ECT@ECT, John  Malowney/HOU/ECT@ECT, Stewart Rosman/HOU/ECT@ECT, Jeff Shields/PDX/ECT@ECT cc:   Subject: New Generation Report for January 2001"	142
UNK:UNK	This request has been pending your approval for  2 days.  Please click  http://itcapps.corp.enron.com/srrs/auth/emailLink.asp?ID=000000000009659&Page= Approval to review and act upon this request.      Request ID          : 000000000009659 Request Create Date : 12/8/00 8:23:47 AM Requested For       : barry.tycholiz@enron.com Resource Name       : VPN Resource Type       : Applications	57
UNK:UNK	---------------------- Forwarded by Tim Belden/HOU/ECT on 12/05/2000 05:44 AM  ---------------------------  Kristian J Lande  12/01/2000 03:54 PM  To: Christopher F Calger/PDX/ECT@ECT, Jake Thomas/HOU/ECT@ECT, Frank W  Vickers/HOU/ECT@ECT, Elliot Mainzer/PDX/ECT@ECT, Michael McDonald/SF/ECT@ECT,  David Parquet/SF/ECT@ECT, Laird Dyer/SF/ECT@ECT, Jim Buerkle/PDX/ECT@ECT, Jim  Gilbert/PDX/ECT@ECT, Terry W Donovan/HOU/ECT@ECT, Jeff G  Slaughter/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Ed Clark/PDX/ECT@ECT, Saji  John/HOU/ECT@ECT, Michael Etringer/HOU/ECT@ECT cc: Alan Comnes/PDX/ECT@ECT, Tim Belden/HOU/ECT@ECT, Robert  Badeer/HOU/ECT@ECT, Matt Motley/PDX/ECT@ECT, Mike Swerzbin/HOU/ECT@ECT, Todd  Perry/PDX/ECT@ECT, Jeffrey Oh/PDX/ECT@ECT  Subject: New Generation, Nov 30th	137
UNK:UNK	You can fax it anytime.  But I saved the spreadsheets from the previous  estimates.  What will be different in the fax?	21
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/22/2001  08:49 AM ---------------------------     	Enron North America Corp. 	 	From:  Frank Hayden @ ENRON                           02/21/2001 05:46 PM 	  To: Tim Belden/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Phillip K  Allen/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, John  Arnold/HOU/ECT@ECT, John J Lavorato/Corp/Enron, Louise Kitchen/HOU/ECT@ECT,  Thomas A Martin/HOU/ECT@ECT, Vladimir Gorny/HOU/ECT@ECT cc:   Subject: Recession Scenario Impact on Power and Gas   Attached is a CERA presentation regarding recession impact.  Feel free to  call in any listen to pre-recorded discussion on slides.  (approx. 20mins)   CERA is forecasting some recession impact on Ca., but not enough to alleviate  problem.  Frank  Call in number 1-888-203-1112 Passcode: 647083#"	139
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001  04:25 PM ---------------------------   ""George Richards"" <cbpres@austin.rr.com> on 02/21/2001 06:32:15 AM Please respond to <cbpres@austin.rr.com> To: ""Phillip Allen"" <pallen@enron.com> cc: ""Larry Lewter"" <LLEWTER@austin.rr.com>  Subject: SM134 Proforma2.xls   There have been some updates to the cost.  The principal change is in the addition of masonry on the front of the buildings, which I estimate will costs at least $84,000 additional.  Also, the trim material and labor costs have been increased.  I still believe that the total cost is more than sufficient, but there will be additional updates.  The manager's unit is columns J-L, but the total is not included in the B&N total of rentable units.  Rather, the total cost for the manager's unit and office is included as a lump sum under amenities.  I may add this back in as a rentable unit and delete is as an amenity.  The financing cost has been changed in that the cost of the permanent mortgage has been deleted because we will not need to obtain this for the construction loan approval, therefore, its cost will be absorbed when this loan is obtained.  Based on either a loan equal to 75% of value or 80% of cost, the construction profit should cover any equity required beyond the land.  George W. Richards Creekside Builders, LLC    - SM134 Proforma2.xls"	244
UNK:UNK	Tomorrow is fine.  Talk to you then.  Phillip	8
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001  03:57 PM ---------------------------   ""George Richards"" <cbpres@austin.rr.com> on 02/21/2001 01:10:33 PM Please respond to <cbpres@austin.rr.com> To: ""Keith Holst"" <kholst@enron.com>, ""Phillip Allen"" <pallen@enron.com> cc: ""Larry Lewter"" <LLEWTER@austin.rr.com>  Subject: Weekly Status Meeting   Phillip and Keith, this cold of mine is getting the better of me.  Would it be possible to reschedule our meeting for tomorrow?  If so, please reply to this e-mail with a time.  I am open all day, but just need to get some rest this afternoon.  George W. Richards Creekside Builders, LLC"	111
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001  03:57 PM ---------------------------   ""Jeff Smith"" <jsmith@austintx.com> on 02/21/2001 01:24:15 PM To: <Phillip.K.Allen@enron.com> cc:   Subject: leander and the Stage   Phillip,  I spoke with AMF's broker today, and they will be satisfied with the deal if we can get the school to agree to limit the current land use restrictions to the terms that are in the existing agreement.  They do not want the school to come back at a later date for something different.  Doug Bell will meet with a school official on Monday to see what their thoughts are about the subject.  It would be hard for them to change the current agreement, but AMF wants something in writing to that effect.  I spoke to AMF's attorney today, and explained the situation.  They are OK with deal if AMF is satisfied.  AMF's broker said that they will be ready to submit their site plan after the March 29 hearing.  We may close this deal in April.  The Stage is still on go.  An assumption package has been sent to the buyer, and I have overnighted a copy of the contract and a description of the details to Wayne McCoy.  I will be gone Thurs. and Fri. of this week.  I will be checking my messages.  Jeff Smith The Smith Company 2714 Bee Cave Road, Suite 100-D Austin, Texas? 78746 512-732-0009 512-732-0010 fax 512-751-9728 mobile"	255
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001  03:30 PM ---------------------------   ""George Richards"" <cbpres@austin.rr.com> on 02/21/2001 06:32:15 AM Please respond to <cbpres@austin.rr.com> To: ""Phillip Allen"" <pallen@enron.com> cc: ""Larry Lewter"" <LLEWTER@austin.rr.com>  Subject: SM134 Proforma2.xls   There have been some updates to the cost.  The principal change is in the addition of masonry on the front of the buildings, which I estimate will costs at least $84,000 additional.  Also, the trim material and labor costs have been increased.  I still believe that the total cost is more than sufficient, but there will be additional updates.  The manager's unit is columns J-L, but the total is not included in the B&N total of rentable units.  Rather, the total cost for the manager's unit and office is included as a lump sum under amenities.  I may add this back in as a rentable unit and delete is as an amenity.  The financing cost has been changed in that the cost of the permanent mortgage has been deleted because we will not need to obtain this for the construction loan approval, therefore, its cost will be absorbed when this loan is obtained.  Based on either a loan equal to 75% of value or 80% of cost, the construction profit should cover any equity required beyond the land.  George W. Richards Creekside Builders, LLC    - SM134 Proforma2.xls"	244
UNK:UNK	"John,  Does next Thursday at 3pm fit your schedule to go over the rockies  forecasts?  I will set up a room with Kim.  Here are some suggestions for projects for Colleen:  1.  Review and document systems and processes  -   The handoffs from ERMS,  TAGG, Unify, Sitara and other systems are not clearly understood by all the         parties trying to make improvements.  I think I understand ERMS and  TAGG but the issues facing         scheduling in Unify are grey.  2.  Review and audit complex deals- Under the ""assume it is messed up""  policy, existing deals could use a review and the booking of new deals need  further      scrutiny.  3.  Review risk books-  Is Enron accurately accounting for physical  imbalances, transport fuel, park and loan transactions?  4.  Lead trading track program-  Recruit, oversee rotations, design training  courses, review progress and make cuts.  5.  Fundamentals- Liason between trading and analysts.  Are we looking at  everything we should?  Putting a person with a trading mentality should add     some value and direction to the group.   In fact there is so much work she could do that you probably need a second MD  to work part time to get it done.  Phillip"	194
UNK:UNK	The spinning bikes are so much better than the life cycles.  Would you  consider placing several spinning bikes out with the other exercise equipment  and running a spinning video on the TV's.  I think the equipment would be  used much more.  Members could just jump on a bike and follow the video any  time of day.  Let me know if this is possible.  Phillip Allen X37041	67
UNK:UNK	it is ok with me.	5
UNK:UNK	That would we very helpful.    Thanks,  Phillip	7
UNK:UNK	yes please	2
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/20/2001  12:11 PM ---------------------------     	 	 	From:  Phillip K Allen                           02/15/2001 01:13 PM 	  To: stagecoachmama@hotmail.com cc:   Subject:   Lucy,  Thanks for clearing up the 2/2 file.  Moving on to 2/9, here are some  questions:     #1 It looks like he just missed 1/26&2/9 of $110.  I can't tell if he still  owes $47 on his deposit.  #13 I show she missed rent on 1/26 and still owes $140.  #15 Try and follow up with Tomas about the $95.  Hopefully, he won't have a  bad reaction.  #20b Missed rent?  #26  Has she paid any deposit or rent?  #27 Missed rent?"	118
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/20/2001  11:59 AM ---------------------------     	 	 	From:  Phillip K Allen                           02/15/2001 01:13 PM 	  To: stagecoachmama@hotmail.com cc:   Subject:   Lucy,  Thanks for clearing up the 2/2 file.  Moving on to 2/9, here are some  questions:     #1 It looks like he just missed 1/26&2/9 of $110.  I can't tell if he still  owes $47 on his deposit.  #13 I show she missed rent on 1/26 and still owes $140.  #15 Try and follow up with Tomas about the $95.  Hopefully, he won't have a  bad reaction.  #20b Missed rent?  #26  Has she paid any deposit or rent?  #27 Missed rent?"	118
